corona_test,cough_filename
positive,tFXAov3QpbTvPL6gzCSwAsTSFT93_shallow_3.wav
positive,Tvdak0zflIVWdvWsNj7l9Ur0k3m1_heavy_1.wav
positive,Tvdak0zflIVWdvWsNj7l9Ur0k3m1_heavy_2.wav
positive,Tvdak0zflIVWdvWsNj7l9Ur0k3m1_heavy_3.wav
positive,Tvdak0zflIVWdvWsNj7l9Ur0k3m1_shallow_2.wav
positive,UhYCvhOCn2erbzJc5faN4ek3D1I2_heavy_1.wav
positive,UhYCvhOCn2erbzJc5faN4ek3D1I2_heavy_3.wav
positive,UhYCvhOCn2erbzJc5faN4ek3D1I2_shallow_1.wav
positive,UhYCvhOCn2erbzJc5faN4ek3D1I2_shallow_2.wav
positive,UhYCvhOCn2erbzJc5faN4ek3D1I2_shallow_3.wav
positive,VFeVSfoV7pM9kzFjHMA0R4rs3XB2_shallow_1.wav
positive,vQA8WvDgUxM5wRLMuY92tqJCZgT2_heavy_1.wav
positive,vQA8WvDgUxM5wRLMuY92tqJCZgT2_heavy_2.wav
positive,vQA8WvDgUxM5wRLMuY92tqJCZgT2_shallow_1.wav
positive,vQA8WvDgUxM5wRLMuY92tqJCZgT2_shallow_2.wav
positive,vQA8WvDgUxM5wRLMuY92tqJCZgT2_shallow_3.wav
positive,w7pdOIUnHPRfYLXVVRtIRsOjGnr2_heavy_1.wav
positive,w7pdOIUnHPRfYLXVVRtIRsOjGnr2_heavy_2.wav
positive,w7pdOIUnHPRfYLXVVRtIRsOjGnr2_shallow_1.wav
positive,WNCUJW2QH9fEcsSUztikS1Zvoyn1_heavy_1.wav
positive,WNCUJW2QH9fEcsSUztikS1Zvoyn1_heavy_2.wav
positive,WNCUJW2QH9fEcsSUztikS1Zvoyn1_heavy_3.wav
positive,WNCUJW2QH9fEcsSUztikS1Zvoyn1_shallow_1.wav
positive,WNCUJW2QH9fEcsSUztikS1Zvoyn1_shallow_2.wav
positive,WNCUJW2QH9fEcsSUztikS1Zvoyn1_shallow_3.wav
positive,WNCUJW2QH9fEcsSUztikS1Zvoyn1_shallow_4.wav
positive,WscnqzOzFwUvHbl7MKfRcioUI9t1_heavy_1.wav
positive,WscnqzOzFwUvHbl7MKfRcioUI9t1_heavy_2.wav
positive,WscnqzOzFwUvHbl7MKfRcioUI9t1_heavy_3.wav
positive,WscnqzOzFwUvHbl7MKfRcioUI9t1_shallow_1.wav
positive,WscnqzOzFwUvHbl7MKfRcioUI9t1_shallow_2.wav
positive,WscnqzOzFwUvHbl7MKfRcioUI9t1_shallow_3.wav
positive,WscnqzOzFwUvHbl7MKfRcioUI9t1_shallow_4.wav
positive,wXChdMlWemXwRdX642WnX6JbYfA2_heavy_1.wav
positive,wXChdMlWemXwRdX642WnX6JbYfA2_heavy_2.wav
positive,wXChdMlWemXwRdX642WnX6JbYfA2_heavy_3.wav
positive,wXChdMlWemXwRdX642WnX6JbYfA2_heavy_4.wav
positive,wXChdMlWemXwRdX642WnX6JbYfA2_heavy_5.wav
positive,wXChdMlWemXwRdX642WnX6JbYfA2_shallow_1.wav
positive,wXChdMlWemXwRdX642WnX6JbYfA2_shallow_2.wav
positive,wXChdMlWemXwRdX642WnX6JbYfA2_shallow_3.wav
positive,wXChdMlWemXwRdX642WnX6JbYfA2_shallow_4.wav
positive,XFlqN1sDBKNXyuORhVagkJnr5V33_heavy_1.wav
positive,XFlqN1sDBKNXyuORhVagkJnr5V33_heavy_2.wav
positive,XFlqN1sDBKNXyuORhVagkJnr5V33_heavy_3.wav
positive,XFlqN1sDBKNXyuORhVagkJnr5V33_shallow_2.wav
positive,XFlqN1sDBKNXyuORhVagkJnr5V33_shallow_3.wav
positive,xRTpzeZwMiQaC5YCnlXZeDwgcvL2_heavy_1.wav
positive,xRTpzeZwMiQaC5YCnlXZeDwgcvL2_heavy_2.wav
positive,xRTpzeZwMiQaC5YCnlXZeDwgcvL2_heavy_3.wav
positive,xRTpzeZwMiQaC5YCnlXZeDwgcvL2_shallow_1.wav
positive,xRTpzeZwMiQaC5YCnlXZeDwgcvL2_shallow_2.wav
positive,xRTpzeZwMiQaC5YCnlXZeDwgcvL2_shallow_3.wav
positive,xVC8kMuWNme6VSFOvNVT0j21Qw12_heavy_1.wav
positive,xVC8kMuWNme6VSFOvNVT0j21Qw12_heavy_2.wav
positive,xVC8kMuWNme6VSFOvNVT0j21Qw12_heavy_3.wav
positive,xVC8kMuWNme6VSFOvNVT0j21Qw12_shallow_1.wav
positive,xVC8kMuWNme6VSFOvNVT0j21Qw12_shallow_2.wav
positive,xVC8kMuWNme6VSFOvNVT0j21Qw12_shallow_3.wav
positive,xYCukI9rgMeslwjIYWheFtyZ6zk1_heavy_1.wav
positive,xYCukI9rgMeslwjIYWheFtyZ6zk1_heavy_2.wav
positive,xYCukI9rgMeslwjIYWheFtyZ6zk1_heavy_3.wav
positive,xYCukI9rgMeslwjIYWheFtyZ6zk1_shallow_1.wav
positive,xYCukI9rgMeslwjIYWheFtyZ6zk1_shallow_2.wav
positive,xYCukI9rgMeslwjIYWheFtyZ6zk1_shallow_3.wav
positive,Y635Ri3QFMcOKC0ckXgW2r0xJ422_heavy_1.wav
positive,Y635Ri3QFMcOKC0ckXgW2r0xJ422_heavy_2.wav
positive,Y635Ri3QFMcOKC0ckXgW2r0xJ422_heavy_3.wav
positive,Y635Ri3QFMcOKC0ckXgW2r0xJ422_heavy_4.wav
positive,Y635Ri3QFMcOKC0ckXgW2r0xJ422_shallow_1.wav
positive,YHHZYBxPHsUWYITjtMRAixs3DX42_heavy_1.wav
positive,YHHZYBxPHsUWYITjtMRAixs3DX42_heavy_2.wav
positive,YHHZYBxPHsUWYITjtMRAixs3DX42_heavy_3.wav
positive,YHHZYBxPHsUWYITjtMRAixs3DX42_shallow_1.wav
positive,YRiIODBG3RXPbDttwztMhsXg1rv2_heavy_1.wav
positive,YRiIODBG3RXPbDttwztMhsXg1rv2_heavy_2.wav
positive,YRiIODBG3RXPbDttwztMhsXg1rv2_shallow_1.wav
positive,YRiIODBG3RXPbDttwztMhsXg1rv2_shallow_2.wav
positive,ZzKpUtFGzsVEK7E1wsVGRftKdx93_shallow_1.wav
positive,ZzKpUtFGzsVEK7E1wsVGRftKdx93_shallow_2.wav
positive,ZzKpUtFGzsVEK7E1wsVGRftKdx93_shallow_3.wav
positive,ZzKpUtFGzsVEK7E1wsVGRftKdx93_shallow_4.wav
positive,ZzKpUtFGzsVEK7E1wsVGRftKdx93_shallow_5.wav
positive,ZzKpUtFGzsVEK7E1wsVGRftKdx93_shallow_6.wav
